latitude,longitude,acq_date,brightness,frp,confidence
-25.0588,149.3085,2019-12-05,396.6,214.5,100
-34.3603,150.3528,2020-01-01,363.8,170.4,100
-13.2122,130.5163,2019-10-20,334.8,36.8,45
-12.1697,135.5428,2019-10-14,338.7,39.8,83
-35.8029,148.0527,2020-01-01,307.5,9.3,57
-15.6116,131.298,2019-09-14,324.1,19.7,100
-37.289,149.3115,2020-01-04,361.9,90.4,100
-29.9036,152.1169,2019-12-06,303.2,16.1,51
-13.5011,142.0501,2019-12-09,349.3,52.7,94
-15.5599,125.0733,2019-11-21,325.4,63.9,53
-31.4083,123.7309,2019-11-10,444.9,596.7,100
-35.4789,150.2202,2019-12-03,324.0,13.6,48
-31.472,115.6553,2019-09-12,315.2,11.7,50
-24.3735,129.2366,2019-12-23,333.5,56.5,66
-29.6028,152.7425,2019-10-08,336.3,49.3,87
-32.8503,116.4351,2019-09-28,303.8,28.5,49
-13.5968,130.1011,2019-09-14,324.0,13.4,40
-31.3271,123.9754,2019-10-31,361.5,387.8,100
-35.4191,150.1139,2019-12-02,337.8,44.1,100
-17.9469,144.6914,2019-12-17,342.3,34.4,80
-34.4303,118.11,2019-12-30,305.9,93.8,39
-14.2967,130.7421,2019-08-04,327.8,22.1,78
-36.8138,143.8521,2019-10-21,341.3,35.7,90
-28.991,152.8396,2019-10-15,353.0,104.4,96
-34.2396,149.9529,2019-12-29,368.6,164.3,100
-17.9894,143.7303,2019-12-25,343.2,26.4,86
-29.1034,153.2115,2019-11-13,304.6,21.0,43
-13.614,131.93,2019-07-01,317.7,7.4,54
-22.1535,116.5383,2019-10-25,343.4,88.5,85
-29.3727,152.1267,2019-12-19,330.8,42.1,60
-17.6141,122.3294,2019-11-03,339.0,192.7,89
-25.7346,153.0491,2019-11-30,324.1,10.6,38
-35.4984,150.1674,2019-11-26,342.4,146.3,100
-30.2638,150.2328,2019-10-19,326.4,50.4,34
-12.6171,134.0262,2019-07-16,314.6,48.9,56
-31.3797,151.8275,2019-12-11,337.3,142.3,83
-14.3962,135.5106,2019-07-02,319.3,41.3,64
-16.8001,123.8174,2019-12-15,333.7,157.6,79
-28.6443,124.6351,2019-10-21,372.8,119.9,100
-28.7577,128.85,2019-12-30,331.0,46.1,64
-16.1869,141.601,2019-12-02,344.2,48.9,86
-28.8443,148.3729,2019-06-17,310.5,6.6,34
-29.2818,152.4883,2019-11-07,343.1,38.1,89
-31.0846,152.0771,2019-11-12,341.7,36.2,88
-29.916,118.5456,2019-11-22,357.9,236.4,98
-12.9322,133.9182,2019-07-04,319.8,12.9,45
-24.9751,149.9389,2019-11-18,311.6,9.7,83
-31.4214,151.327,2019-12-17,359.4,76.1,99
-37.5363,147.7014,2019-12-20,357.3,234.9,100
-35.7112,148.5803,2020-01-14,337.7,40.8,86
-16.9866,143.3143,2019-10-02,332.3,37.4,65
-33.1029,148.5313,2019-06-07,305.7,19.2,62
-28.6171,122.7595,2019-10-14,305.8,7.7,45
-30.8089,152.1018,2019-09-15,314.1,14.3,88
-31.834,152.1836,2019-11-14,324.8,18.7,35
-35.4699,148.058,2020-01-03,311.6,10.3,78
-30.8581,151.0176,2020-01-05,344.8,202.3,89
-25.3098,152.4124,2019-10-08,331.3,42.0,80
-18.5001,123.9218,2019-11-11,373.1,98.0,100
-27.5908,149.0416,2019-07-15,308.2,44.3,65
-19.8288,144.5787,2020-01-01,316.4,12.3,67
-11.5392,132.8869,2019-10-10,345.6,34.6,92
-13.9848,135.4051,2019-07-20,322.0,20.0,66
-30.4374,123.0443,2019-12-22,355.7,198.8,97
-32.6686,150.5056,2019-12-12,321.2,11.5,30
-15.8266,142.58,2019-11-16,320.2,14.1,100
-16.5089,136.7476,2019-08-19,306.9,37.3,69
-37.1402,149.5994,2020-01-04,409.9,325.3,100
-19.8051,139.4799,2020-02-17,331.5,13.6,57
-14.3771,141.76,2019-07-23,331.0,63.7,83
-13.1355,130.7067,2019-06-27,328.6,17.7,78
-31.0724,151.8472,2019-12-04,308.8,10.6,75
-35.8046,150.0117,2020-01-02,314.1,13.9,75
-28.7104,124.5446,2019-10-28,338.0,17.0,77
-28.7828,128.9369,2019-12-29,356.3,70.8,100
-15.1516,130.3986,2019-08-04,323.8,15.7,72
-12.4687,134.0979,2019-09-03,325.0,18.0,63
-17.8658,143.3186,2019-12-30,320.2,18.5,30
-30.0056,152.4991,2019-10-19,318.9,102.8,70
-35.6725,148.9804,2020-01-30,345.9,143.7,100
-28.0238,152.4016,2019-11-17,368.6,112.5,100
-24.7869,147.0394,2019-12-06,312.1,10.4,57
-33.8739,150.3095,2019-12-18,337.0,40.8,77
-31.6577,152.1224,2019-08-19,323.2,31.8,100
-15.9723,143.3313,2019-12-31,336.6,61.6,81
-17.4126,123.8527,2019-11-18,361.0,418.8,100
-36.6476,149.671,2020-01-04,349.1,33.8,94
-13.2926,133.8711,2019-07-22,326.4,12.7,69
-32.8523,123.4566,2019-12-18,363.7,447.9,94
-12.5709,135.3569,2019-10-14,337.2,32.2,72
-37.2655,148.3541,2019-12-10,329.5,22.7,83
-32.9027,124.3073,2020-01-29,354.2,51.8,95
-17.2889,142.6363,2019-09-10,339.7,47.5,85
-17.1588,142.894,2019-12-25,320.5,17.1,100
-29.829,153.1758,2019-10-29,301.1,17.6,33
-32.9653,123.667,2020-01-02,417.5,480.9,100
-37.5834,147.6945,2019-12-26,330.4,19.4,53
-15.7243,144.4392,2019-10-17,327.6,19.0,73
-11.9171,133.3371,2019-10-30,340.3,24.0,83
-16.3118,143.1657,2019-12-18,342.3,29.4,82
-12.1943,133.3676,2019-06-27,344.2,40.2,91
-32.2798,150.1989,2019-12-04,367.1,202.6,100
-21.872,119.1654,2019-12-05,343.7,66.4,100
-13.0412,143.2384,2019-11-23,316.9,47.3,61
-28.1514,129.7022,2020-01-02,376.6,114.9,100
-15.6826,142.2057,2019-09-08,332.2,84.4,70
-32.2194,116.1155,2019-10-09,325.3,66.7,57
-16.6399,136.7418,2019-08-15,319.9,53.1,55
-30.4858,150.8823,2019-07-16,337.0,44.2,90
-35.5246,148.8814,2020-02-03,343.9,51.7,100
-15.0428,128.6604,2019-12-04,332.2,26.0,79
-30.0093,150.9492,2019-12-16,324.1,28.2,39
-12.9714,134.1987,2019-07-01,326.6,30.4,77
-37.5796,147.9754,2019-12-26,333.7,25.0,68
-32.8769,150.3209,2019-12-10,344.9,49.0,81
-28.5452,149.8218,2019-08-10,316.2,17.5,75
-33.1021,123.3645,2019-12-15,347.3,46.5,63
-33.0516,150.3291,2019-11-15,355.7,70.0,97
-36.8934,149.017,2019-12-11,313.8,17.8,56
-14.6951,143.8313,2019-12-11,348.2,60.9,94
-12.736,134.1798,2019-07-31,321.5,8.4,66
-11.4313,130.22,2019-06-24,325.8,23.5,60
-34.0528,150.5308,2019-12-06,370.8,560.3,100
-12.8264,131.9481,2019-10-23,318.1,14.4,96
-33.8332,150.0217,2019-12-30,322.3,32.8,100
-22.4787,150.1963,2019-09-11,346.3,56.1,92
-15.4317,130.5184,2019-08-01,357.6,152.4,98
-21.4476,140.8408,2019-12-26,357.7,355.8,98
-13.2734,134.0776,2019-11-29,326.9,35.9,63
-19.8743,147.6166,2019-11-08,304.9,17.0,62
-28.6315,152.2242,2019-11-11,305.9,9.5,66
-12.5463,134.5005,2019-09-02,320.0,27.8,68
-27.6033,149.1266,2019-08-19,342.5,169.4,92
-28.6945,152.4334,2019-12-06,343.4,65.0,100
-12.7729,132.2441,2019-07-13,345.2,40.1,91
-31.7496,152.7308,2019-11-08,393.0,542.4,100
-12.7711,131.9155,2019-10-22,349.2,69.8,92
-16.1798,124.885,2019-11-12,345.1,23.5,68
-30.0488,152.4187,2019-09-14,335.9,64.4,86
-33.0539,150.0053,2019-12-28,316.4,47.3,93
-12.5484,135.2592,2019-06-29,324.2,12.9,39
-16.5047,123.9062,2019-09-29,333.1,34.1,47
-14.5768,126.5106,2019-11-18,307.8,5.7,68
-19.4646,146.298,2019-07-30,343.3,45.3,80
-17.5012,145.1007,2019-12-19,351.1,46.8,94
-11.6832,142.2934,2019-09-24,313.8,28.4,83
-23.6158,150.9752,2019-07-14,321.4,19.4,73
-37.2669,149.2323,2020-01-04,331.3,32.0,82
-37.3348,149.9358,2020-01-13,320.0,38.1,36
-22.4981,150.7155,2019-09-29,306.2,8.0,67
-28.6777,127.3741,2019-10-26,339.3,46.3,85
-17.2697,123.8378,2019-11-04,316.0,18.0,90
-15.8634,141.8287,2019-12-21,335.4,26.7,74
-17.5199,126.7407,2020-03-15,345.6,208.0,90
-34.8182,118.1349,2019-07-17,352.6,68.5,97
-17.2584,126.5671,2020-03-17,330.0,25.6,67
-32.0818,121.4958,2019-12-21,405.9,415.6,100
-30.8566,151.8561,2019-11-16,336.0,29.4,61
-17.5051,142.7972,2019-12-11,311.1,5.7,72
-33.0086,150.2029,2019-12-30,363.6,180.3,100
-30.929,152.6354,2019-11-10,329.2,29.8,78
-15.7608,143.3312,2019-12-18,313.9,11.8,40
-12.9491,134.7169,2019-06-20,321.0,10.3,63
-27.9547,119.8811,2019-12-11,338.6,25.9,83
-36.8014,146.6958,2020-01-04,377.7,255.3,100
-37.0597,149.525,2020-02-01,323.0,12.4,60
-37.4305,147.6006,2019-11-24,311.5,12.5,59
-35.8486,150.0691,2020-01-04,334.9,21.5,75
-32.6238,150.6239,2019-12-21,365.3,86.2,100
-32.3907,123.6255,2020-01-01,317.0,92.2,94
-16.3535,137.0381,2019-08-04,333.6,41.4,84
-22.3439,119.6457,2019-07-10,310.5,49.6,60
-32.1574,151.436,2020-01-04,328.6,23.1,100
-31.131,152.0746,2019-11-09,316.2,17.3,93
-29.6186,152.7417,2019-07-17,306.7,41.7,64
-30.5123,152.5739,2019-12-09,327.0,20.2,65
-29.5473,152.3004,2019-11-07,364.3,99.7,100
-11.9136,133.3026,2019-10-25,328.2,24.4,100
-22.2132,149.0072,2019-08-16,302.1,15.1,47
-17.9284,122.6605,2019-11-17,444.7,872.0,100
-29.309,115.7173,2020-03-23,325.1,9.9,69
-31.4869,152.1129,2019-12-18,311.4,11.4,82
-37.0513,147.4632,2020-01-04,367.0,94.8,100
-13.6794,129.9825,2019-07-15,322.0,14.3,38
-15.0159,125.5785,2019-06-14,349.3,50.0,94
-12.9289,134.4565,2019-07-08,325.1,13.6,72
-32.2012,146.7365,2019-08-18,314.8,7.8,57
-28.643,152.372,2019-12-08,349.9,52.4,91
-29.2949,153.0032,2019-11-22,369.8,106.8,100
-29.8233,118.6564,2019-11-20,328.9,15.7,63
-37.381,148.3347,2019-12-19,330.4,18.8,72
-34.0094,150.0363,2019-11-29,314.4,19.9,36
-36.3348,147.804,2020-01-02,329.8,21.3,67
-33.0111,120.807,2019-12-08,355.1,63.9,97
-19.7231,121.6878,2019-11-27,413.0,337.9,100
-11.7584,133.2383,2019-07-20,323.6,14.4,67
-31.4736,147.506,2020-01-29,347.4,23.1,89
-14.4642,130.9608,2019-10-19,333.5,23.1,67
-14.991,125.3839,2019-11-16,343.1,64.3,64
-31.0409,152.3974,2019-11-07,319.9,14.3,49
-14.6919,127.0956,2019-11-16,358.6,73.6,99
-16.8283,122.9657,2019-09-18,368.4,106.4,100
-33.2018,123.6981,2019-12-29,337.0,66.6,51
-33.3136,150.3811,2019-12-02,354.1,109.6,97
-30.108,150.0378,2020-01-13,324.4,30.5,80
-12.7597,135.8222,2019-10-01,334.4,22.5,64
-15.5119,125.4807,2019-11-11,308.7,5.6,69
-31.4229,151.4127,2019-12-18,342.4,56.9,88
-33.9744,150.5424,2019-12-10,312.7,12.2,71
-36.9492,146.6798,2020-01-04,427.3,502.3,100
-27.3605,150.8869,2019-12-16,332.8,49.4,100
-30.1633,150.8448,2019-12-05,309.2,17.1,49
-11.5165,132.8494,2019-10-08,343.6,39.1,92
-32.3956,116.7348,2019-06-03,305.1,21.2,61
-32.3798,123.2935,2019-12-22,387.2,579.0,87
-14.3666,131.2002,2019-10-19,339.5,34.7,80
-22.2497,136.0856,2020-02-12,328.5,15.0,31
-37.3632,149.1189,2020-01-03,316.4,17.3,93
-16.9643,137.6656,2019-12-16,346.8,60.2,89
-29.6647,118.5721,2019-11-23,305.9,10.0,60
-27.3768,150.8819,2019-12-16,324.7,30.8,72
-15.6793,144.4384,2019-10-23,332.7,16.1,68
-28.5101,122.7684,2019-10-21,346.6,66.4,57
-31.4131,151.3862,2019-12-17,385.9,474.1,100
-27.2263,148.6682,2019-06-11,311.5,10.3,64
-31.6331,150.9943,2019-12-15,307.3,15.1,71
-33.9914,150.5219,2019-12-06,329.9,73.6,86
-33.7456,150.0001,2019-12-28,326.3,80.9,100
-29.3953,152.3972,2019-12-05,309.8,11.8,78
-15.4263,144.6237,2019-12-08,342.8,60.8,72
-33.4105,150.7662,2019-12-05,320.1,9.0,47
-12.3849,142.3374,2019-07-18,315.6,10.2,65
-15.0146,127.2504,2019-11-08,334.6,28.7,39
-34.4337,143.7071,2019-06-14,311.4,18.3,82
-13.1281,141.6508,2019-07-25,321.9,13.2,80
-14.4785,131.2401,2019-10-18,319.6,17.5,97
-15.7745,142.6271,2019-12-12,319.2,34.4,96
-31.3442,123.6756,2019-11-09,305.5,8.1,32
-32.3528,150.153,2019-12-10,320.1,16.3,100
-33.0268,150.2893,2019-11-21,324.8,30.6,99
-29.8215,152.7303,2019-08-09,303.2,13.7,54
-31.7739,152.0229,2019-11-12,315.3,19.7,42
-13.0485,143.1668,2019-11-15,344.4,53.3,87
-20.6038,136.1726,2019-12-23,341.5,22.1,79
-15.9434,142.9497,2019-12-14,348.2,65.3,90
-31.4889,152.3285,2019-11-12,347.4,44.5,93
-12.7165,132.2542,2019-07-13,330.8,17.8,74
-15.7233,126.8,2019-10-04,364.8,82.4,100
-12.236,132.4931,2019-11-13,309.5,10.7,75
-29.2095,152.3217,2019-11-26,340.7,36.1,85
-37.5121,149.3186,2020-01-03,322.0,23.2,100
-32.1392,119.5922,2020-02-08,382.0,160.3,100
-14.9729,144.2182,2020-01-09,332.0,39.6,69
-30.7321,119.6891,2019-12-14,343.0,76.0,43
-31.3108,151.8655,2019-12-17,360.9,79.1,100
-15.4226,130.6441,2019-07-27,339.6,21.9,60
-37.5184,147.9384,2019-12-25,322.4,25.0,100
-32.6748,122.1903,2020-01-07,316.3,14.5,77
-36.013,149.3355,2020-01-25,357.6,114.9,98
-29.9332,153.0044,2019-08-13,309.9,12.8,79
-28.4413,128.7326,2019-10-05,351.3,41.6,72
-31.7882,151.7938,2019-12-28,356.2,72.5,97
-12.7904,134.6437,2019-12-05,338.8,29.2,82
-33.0052,150.2211,2019-12-30,324.5,37.8,100
-12.4685,133.0659,2019-06-30,313.3,29.2,52
-30.8567,152.3379,2019-11-07,318.2,73.0,96
-12.5029,135.6464,2019-09-27,319.7,22.2,45
-14.6891,143.8385,2019-12-11,306.5,7.1,65
-17.2208,144.0764,2020-01-06,308.8,9.3,71
-28.786,152.4194,2019-12-16,352.7,57.3,96
-37.2918,148.3575,2019-12-20,329.8,67.5,42
-18.6421,123.438,2019-12-08,311.2,8.2,81
-30.6581,152.1438,2019-12-21,357.4,105.6,100
-29.4346,123.9209,2019-12-08,333.6,23.3,74
-32.5902,150.4267,2019-12-31,340.4,27.7,78
-16.2509,142.0849,2019-12-03,341.4,17.5,53
-17.2416,124.5022,2019-11-06,332.8,30.0,59
-32.643,121.9541,2020-01-07,353.2,54.0,95
-20.6147,116.7656,2019-08-27,320.7,6.1,63
-17.2717,144.1051,2019-12-29,327.6,73.5,43
-37.3681,148.2228,2020-01-01,326.9,25.4,56
-13.7163,132.1212,2019-06-24,303.0,6.9,53
-19.5439,121.5768,2019-12-19,338.7,16.4,78
-20.544,139.5937,2020-02-16,328.4,9.0,59
-30.0325,152.636,2019-11-07,324.9,33.3,100
-12.2411,134.0628,2019-07-24,324.1,11.4,63
-13.6416,129.9564,2019-07-14,328.5,59.5,100
-25.1071,149.2472,2019-12-08,370.8,134.7,100
-11.4659,130.6125,2019-07-22,361.2,107.1,100
-13.5228,135.0194,2019-07-24,321.1,8.8,59
-36.3489,147.6886,2020-01-16,335.6,42.6,66
-14.6463,131.5243,2019-08-11,326.7,76.4,59
-22.4991,116.4222,2019-11-23,340.8,17.5,81
-27.146,128.6297,2019-11-10,364.4,156.2,100
-36.9306,146.7513,2020-01-04,448.2,752.5,100
-15.0449,130.4935,2019-07-24,377.3,153.1,100
-22.8594,150.2439,2019-12-15,307.0,13.5,65
-31.7836,152.1102,2019-11-12,325.4,35.3,100
-16.9,143.2713,2019-10-05,336.7,23.2,41
-12.1208,133.7754,2019-11-05,325.5,42.0,45
-24.608,148.0147,2019-12-06,307.2,7.8,71
-17.1408,136.7046,2019-12-12,342.2,25.3,83
-31.5843,152.1405,2019-12-18,310.6,10.1,80
-15.9419,129.3411,2019-11-15,316.3,12.7,92
-32.5213,148.0305,2019-10-21,313.2,15.6,87
-15.6621,143.8756,2019-11-08,330.1,194.6,75
-30.8707,152.0451,2019-11-09,324.2,50.2,73
-37.7134,149.2527,2020-01-13,327.6,18.9,49
-12.5582,135.2236,2019-10-21,369.0,121.5,100
-30.9914,152.0768,2019-11-07,341.5,57.6,100
-34.3259,150.409,2019-12-21,371.3,105.9,100
-15.866,126.535,2019-10-10,366.9,343.9,100
-25.4089,149.1947,2020-01-03,320.0,13.3,99
-29.201,151.6034,2019-11-07,314.3,10.1,37
-12.7494,135.3053,2019-10-21,350.3,77.4,93
-12.7349,135.283,2019-07-14,310.1,5.8,54
-14.3826,127.5769,2019-12-16,346.5,23.1,77
-14.9187,133.908,2019-09-30,310.1,6.0,67
-11.8088,133.0324,2019-06-22,333.1,41.7,86
-32.3948,120.1029,2019-12-08,340.5,15.5,32
-26.4661,152.4978,2020-03-17,317.8,21.0,67
-36.3795,149.5666,2020-01-11,313.6,15.1,87
-15.4935,142.355,2019-08-04,349.2,48.3,94
-37.3605,148.4776,2020-01-02,302.8,6.5,31
-18.747,124.4413,2019-11-19,314.7,67.9,90
-14.2693,143.4389,2019-08-28,319.0,8.5,30
-34.2777,149.9898,2019-12-30,385.2,294.9,100
-15.3071,134.3628,2019-07-15,328.5,18.7,78
-34.06,150.0961,2019-12-04,357.0,212.2,98
-12.6891,131.8959,2019-10-21,309.2,7.1,73
-32.6293,122.2665,2020-01-07,373.8,294.9,100
-37.672,148.0807,2020-01-01,330.4,31.5,100
-32.8552,116.415,2019-10-10,315.9,14.4,64
-31.1871,152.5082,2019-11-09,300.9,6.7,35
-18.2694,144.4723,2019-12-13,348.8,87.7,92
-21.3122,119.2613,2019-12-06,314.9,62.2,89
-15.1877,143.8036,2020-01-11,333.0,23.8,79
-17.0249,138.3745,2019-12-20,332.5,133.3,78
-34.3007,150.5584,2019-12-20,325.8,34.5,100
-25.0565,152.2203,2019-12-16,332.7,158.4,100
-25.0594,149.2069,2019-12-08,345.8,47.3,88
-36.0805,147.8381,2019-12-31,330.1,202.1,100
-15.8635,136.4187,2019-06-24,326.1,25.0,70
-12.8003,142.1988,2019-07-21,337.7,32.2,74
-35.964,147.6555,2019-12-30,335.2,35.5,100
-28.4936,128.6566,2019-10-07,331.0,64.0,77
-31.4881,151.9616,2019-12-02,303.2,7.6,54
-22.5515,150.205,2019-09-03,323.3,73.2,45
-34.3008,149.9505,2020-01-02,327.9,27.2,40
-30.0649,152.7285,2019-11-08,333.9,162.3,100
-17.7269,127.0331,2019-10-31,343.1,25.4,44
-30.3843,152.2477,2019-11-14,311.7,26.6,83
-23.2596,145.4817,2019-07-17,316.1,13.2,65
-12.3157,134.1191,2019-09-03,326.5,17.6,44
-15.0571,127.0585,2019-11-02,334.4,16.7,50
-14.2054,133.501,2019-10-10,328.0,34.1,32
-29.3864,148.2635,2019-08-06,315.5,5.2,48
-18.2532,143.698,2019-12-21,340.1,73.4,87
-33.2188,150.4672,2019-11-18,305.6,8.5,30
-33.2514,150.5999,2019-11-14,459.2,1481.3,100
-22.415,117.3121,2019-11-06,342.5,17.6,46
-36.3631,149.5501,2020-01-30,332.6,99.3,100
-15.8373,125.1123,2019-11-09,340.5,57.7,72
-27.7874,127.0976,2019-10-25,401.2,593.9,100
-29.0745,150.7818,2020-01-04,319.9,123.3,99
-16.004,145.0976,2020-01-01,326.3,43.4,74
-33.8122,150.1299,2019-12-28,336.3,26.2,78
-16.5693,124.9613,2019-12-04,343.5,31.7,86
-32.9688,150.5351,2019-11-19,320.8,11.2,36
-12.8122,142.9771,2019-07-21,313.6,22.3,48
-36.6239,141.4771,2019-12-22,345.3,66.5,91
-17.2956,142.7946,2019-12-17,308.2,27.5,74
-33.236,122.1434,2020-01-12,335.7,153.7,64
-29.8442,152.7377,2019-11-08,327.2,22.8,100
-31.5434,152.2853,2019-12-03,329.0,28.1,59
-30.0883,151.8892,2019-12-16,336.6,67.1,100
-26.7035,148.2764,2019-07-24,322.4,53.8,77
-11.583,132.8268,2019-09-24,341.6,29.5,91
-13.5494,133.3634,2019-06-27,321.1,9.9,67
-33.796,150.1246,2019-12-31,352.1,50.9,95
-14.5009,130.5783,2019-07-09,325.2,19.5,34
-35.7162,148.949,2020-01-31,342.1,102.6,100
-28.7079,128.8516,2020-01-02,334.0,75.7,52
-30.301,152.522,2019-09-12,310.8,31.0,49
-36.164,149.4644,2019-12-30,309.5,8.9,57
-15.5033,131.468,2019-08-27,327.6,10.9,71
-13.1373,134.5625,2019-10-22,333.1,122.9,69
-31.3204,151.9801,2019-11-19,306.6,35.6,68
-31.9769,121.4528,2020-01-01,312.8,10.0,84
-33.3662,150.6359,2019-12-10,342.2,56.8,84
-15.6863,125.287,2019-12-16,333.2,16.6,74
-34.2978,149.9517,2020-01-04,344.7,53.7,100
-11.4662,131.3244,2019-07-08,326.6,34.1,79
-12.5577,130.9968,2019-07-16,306.0,29.2,38
-32.8835,150.3491,2019-12-08,327.0,16.5,70
-12.5169,133.8739,2019-08-31,306.2,10.9,67
-33.0528,150.679,2019-11-15,347.9,49.9,93
-16.4475,137.0063,2019-06-05,312.2,11.6,53
-30.085,152.1699,2019-09-09,338.0,37.2,91
-29.954,151.4279,2019-11-09,351.4,194.6,95
-13.9949,143.4321,2019-06-21,311.5,10.7,53
-17.9422,144.638,2019-12-18,311.4,10.2,42
-31.6826,151.962,2019-11-15,320.5,22.1,100
-15.4642,124.8969,2019-12-01,384.4,496.6,100
-15.4758,129.1443,2019-12-31,331.9,11.7,72
-14.1141,130.8392,2019-09-12,325.5,7.4,57
-15.7037,130.567,2019-08-14,302.3,14.0,48
-22.6213,150.5107,2019-09-09,329.0,16.7,72
-36.2159,149.6341,2019-12-30,346.5,71.5,100
-34.3248,118.3002,2019-12-29,344.3,44.4,89
-30.8279,123.3559,2020-01-01,310.7,61.4,70
-29.3488,152.4083,2019-11-16,322.6,19.6,35
-36.206,150.0289,2020-01-16,319.2,13.6,63
-37.4976,149.8255,2020-02-07,305.1,17.9,49
-30.8723,123.4153,2020-01-02,378.3,164.3,100
-34.3105,149.972,2020-01-04,333.4,33.4,100
-15.6568,144.6487,2019-12-25,339.3,27.8,85
-13.2642,133.6868,2019-07-08,347.6,67.9,93
-35.3865,148.094,2020-01-04,339.9,17.4,40
-30.935,152.1172,2019-10-29,322.7,20.3,47
-18.2263,144.5025,2019-12-14,336.3,46.6,51
-31.3249,146.3548,2019-09-30,325.7,11.8,70
-12.9127,142.9903,2019-10-04,338.3,36.9,87
-12.0681,133.4382,2019-06-29,382.3,173.9,100
-33.983,149.9811,2019-12-04,340.8,116.6,89
-35.9896,149.9676,2020-01-22,322.4,13.1,64
-31.6049,152.025,2019-12-05,332.8,41.9,100
-30.1519,150.3076,2019-12-17,310.8,9.3,55
-17.8357,142.3968,2019-12-15,327.5,84.7,57
-17.0322,142.5081,2019-08-30,338.1,78.6,87
-31.0993,152.474,2019-11-12,347.7,48.2,93
-13.7751,142.21,2019-06-24,330.8,22.6,70
-14.3796,129.4818,2019-07-02,342.2,39.6,89
-12.8846,143.4903,2019-11-20,305.1,13.8,63
-36.0688,147.834,2019-12-31,317.0,17.3,61
-37.1188,142.5327,2020-03-10,305.3,8.7,64
-15.6377,143.983,2019-11-10,333.8,19.1,75
-12.4405,131.6138,2019-12-06,349.9,74.8,93
-14.9775,128.7212,2019-12-10,307.2,9.4,58
-32.6261,150.3268,2019-12-07,341.5,49.5,88
-29.2031,152.8942,2019-11-24,329.5,29.6,93
-32.5788,119.7888,2019-12-04,356.8,53.1,97
-11.3041,131.2541,2019-06-22,321.7,27.3,52
-14.3708,130.4355,2019-06-20,340.7,54.5,89
-15.0445,133.1126,2019-06-16,340.7,68.2,88
-32.6878,120.0829,2020-02-08,325.2,176.8,100
-22.6446,150.7164,2019-09-10,348.7,54.9,82
-31.6312,151.1303,2019-12-29,334.8,50.5,100
-35.5126,147.9689,2019-12-30,410.4,958.1,100
-30.1269,152.7942,2019-11-19,305.4,8.3,30
-36.0335,149.7173,2020-01-04,343.1,33.8,90
-35.2077,150.1358,2019-12-20,327.8,42.6,100
-36.0935,150.0552,2020-01-25,320.4,15.4,32
-27.3771,150.8632,2019-12-16,336.7,11.5,39
-28.9888,152.2874,2019-09-06,332.6,54.7,54
-32.7737,124.291,2020-01-06,356.9,54.1,97
-14.4795,143.1657,2019-10-08,326.0,16.0,50
-14.3302,135.4625,2019-09-17,326.9,70.1,74
-16.316,143.2518,2019-12-14,341.4,39.8,84
-13.9841,142.3245,2019-07-18,314.1,8.9,66
-35.6688,148.5293,2020-01-11,374.8,130.3,100
-13.1613,131.0797,2019-07-11,346.6,47.3,89
-41.5449,147.924,2019-12-31,346.9,89.3,100
-35.7571,148.9064,2020-02-03,361.6,105.7,100
-36.8492,146.8961,2020-01-13,310.7,18.0,66
-32.6079,150.2633,2019-12-31,306.7,8.8,30
-31.436,151.8235,2019-12-05,324.9,28.6,32
-15.6842,144.4066,2019-10-23,335.4,21.2,79
-29.4076,152.4117,2019-11-27,365.2,520.8,100
-15.3965,127.8821,2019-11-07,342.2,16.9,71
-35.0108,150.0822,2019-12-31,340.1,26.4,85
-35.5086,150.2581,2019-12-03,344.2,43.5,91
-35.4759,150.0479,2019-12-01,343.9,47.3,92
-21.014,136.6375,2019-12-21,335.3,138.7,45
-32.7115,150.8303,2019-12-28,337.4,19.3,65
-34.8862,150.3104,2019-12-31,356.6,66.7,98
-28.8091,152.3352,2019-12-19,307.1,6.6,70
-20.2275,147.7879,2020-01-24,335.4,23.0,79
-25.8511,147.8755,2020-03-26,344.0,42.7,92
-11.6271,132.8373,2019-07-16,318.0,57.0,69
-12.7539,132.9444,2019-08-13,314.7,12.3,50
-21.7462,117.8982,2019-10-24,350.8,290.3,92
-26.2322,150.9748,2019-08-12,301.6,9.1,42
-13.8315,142.172,2019-07-09,318.8,58.8,74
-32.5873,150.287,2019-12-07,334.1,50.5,100
-11.6093,131.0452,2019-07-04,351.2,53.5,96
-14.2389,133.6455,2019-10-14,314.4,10.2,87
-26.5203,150.6595,2020-01-04,357.5,97.3,98
-11.6421,130.3929,2019-08-03,334.3,30.3,84
-13.349,141.8366,2019-08-27,323.6,10.5,35
-36.9787,148.2985,2019-12-30,321.7,19.1,100
-12.7844,132.6,2019-06-06,315.9,12.3,44
-15.5512,131.3108,2019-08-11,319.9,6.4,50
-32.703,150.4806,2019-12-10,405.3,425.7,100
-15.8683,128.4306,2019-07-04,329.5,17.5,57
-33.2393,150.3647,2019-12-03,328.7,20.0,78
-12.9352,135.3595,2019-07-24,326.4,16.0,78
-27.5071,148.9067,2020-03-21,365.9,175.0,100
-29.7243,152.0591,2019-09-16,373.4,133.3,100
-34.3062,149.9674,2020-01-04,380.7,144.0,100
-11.5233,130.7265,2019-06-01,311.2,8.3,45
-26.3954,130.1545,2019-09-15,336.0,90.0,68
