latitude,longitude,acq_date,brightness,frp,confidence
-28.386,129.1986,2019-12-29,346.8,78.3,84
-13.0801,143.0317,2019-11-21,345.9,112.5,91
-30.0294,152.6815,2019-11-08,319.9,16.2,66
-37.6499,148.5319,2019-12-31,323.4,31.3,87
-12.8664,143.4611,2019-11-27,328.5,54.2,35
-17.209,124.5295,2019-11-06,344.1,222.7,85
-27.3474,150.899,2019-12-16,334.2,55.3,100
-11.4157,132.3337,2019-09-13,339.6,33.4,86
-29.8334,152.3625,2019-11-05,330.7,24.5,71
-12.6724,135.8365,2019-10-18,336.9,22.9,64
-26.3926,130.1045,2019-09-14,352.1,58.4,95
-16.1867,141.665,2019-12-02,337.8,22.4,51
-35.4924,150.1165,2019-11-29,337.7,34.7,86
-25.806,152.03,2019-12-04,334.6,48.4,76
-12.9918,132.6342,2019-06-18,334.8,27.7,84
-30.0327,152.4073,2019-11-19,339.0,35.2,84
-31.1929,152.1751,2019-11-07,405.6,454.2,100
-21.6845,145.5716,2019-12-09,332.4,72.8,100
-32.2257,146.7296,2019-06-06,301.0,8.9,36
-35.8113,148.7394,2020-01-02,327.2,22.4,50
-13.0943,142.9816,2019-11-23,367.0,96.3,100
-32.0634,121.5185,2019-12-20,359.7,350.5,99
-14.0394,133.4493,2019-10-18,341.4,44.9,84
-22.6874,150.4054,2019-12-02,359.8,216.0,99
-25.1024,149.2901,2019-12-10,337.0,25.9,52
-24.8495,113.7488,2019-06-21,309.7,4.9,39
-32.5362,150.4395,2020-01-22,311.9,26.4,84
-36.3818,149.5125,2020-02-01,346.3,40.2,91
-37.326,148.5562,2019-12-30,333.0,32.8,100
-14.3213,143.5156,2019-10-01,317.6,66.2,56
-17.7707,127.0026,2019-10-29,347.0,27.1,70
-18.4694,143.7873,2019-12-22,335.5,54.0,49
-26.0012,119.266,2019-10-25,360.6,489.7,100
-18.9163,143.6859,2019-12-20,314.0,27.2,61
-31.2977,152.0672,2019-11-12,404.4,269.7,100
-16.1817,142.4166,2019-12-18,348.4,54.9,91
-32.5762,122.3437,2020-01-04,349.6,42.6,92
-33.3493,150.1036,2019-12-21,338.2,19.1,80
-27.9943,128.0869,2019-12-19,387.5,383.4,94
-31.3737,151.7214,2019-12-31,313.5,26.2,87
-12.4544,133.254,2019-07-08,323.8,15.5,57
-33.2421,150.9663,2019-12-31,341.9,130.2,88
-35.87,147.6209,2019-12-31,349.2,72.2,100
-13.9429,131.5841,2019-07-08,324.3,28.9,71
-28.7263,128.6125,2019-12-28,305.8,5.6,64
-22.6151,150.5509,2019-08-23,358.9,85.6,86
-15.7693,130.3842,2019-09-05,350.7,58.9,94
-34.8588,150.0601,2020-01-23,338.7,40.9,88
-34.0346,150.013,2019-12-01,386.3,306.1,100
-29.1265,152.6884,2019-10-08,326.1,23.8,100
-15.4387,142.3055,2019-08-03,344.2,45.4,92
-12.7454,134.6341,2019-12-04,360.5,77.1,100
-35.6122,149.9221,2019-12-31,348.4,48.4,88
-11.816,132.9307,2019-07-03,315.6,32.9,64
-23.7171,150.4351,2019-11-09,326.8,24.4,55
-29.989,152.7703,2019-11-09,323.9,68.4,61
-32.5976,150.3434,2019-12-03,346.0,59.6,100
-32.16,121.595,2019-12-19,324.8,45.4,64
-21.8622,119.2322,2019-07-20,318.6,10.7,71
-22.1391,116.5245,2019-10-25,347.4,108.9,89
-32.3542,120.224,2019-12-14,328.8,66.4,30
-15.8041,144.4481,2019-10-07,365.1,103.0,100
-15.3088,131.4306,2019-10-02,366.6,541.1,100
-15.3496,141.8497,2019-06-30,319.0,31.3,31
-30.1017,152.2901,2019-07-18,331.5,43.0,78
-13.0197,130.3355,2019-10-03,328.9,22.1,36
-14.4435,127.4956,2019-12-11,344.1,45.5,87
-14.5073,126.5189,2019-11-20,340.7,17.5,61
-23.672,132.2217,2019-12-25,331.6,53.7,38
-12.6682,134.0502,2019-07-01,318.4,12.9,62
-12.2663,133.6597,2019-09-28,333.1,42.0,67
-24.9222,149.4715,2019-12-31,332.3,14.4,62
-24.8102,146.9679,2019-12-04,385.5,161.2,100
-37.6099,146.1515,2020-03-31,318.7,17.4,77
-31.4927,152.2082,2019-11-13,345.3,58.2,85
-29.5048,151.965,2019-12-16,341.8,27.7,85
-29.9044,152.0677,2019-09-27,350.2,68.7,95
-21.7981,119.5947,2019-07-26,428.8,562.5,100
-17.3965,122.1864,2019-06-18,320.1,62.1,38
-29.6733,152.6463,2019-12-06,369.6,165.5,100
-14.8801,133.0612,2019-10-21,340.6,54.6,77
-31.5128,152.3551,2019-11-12,328.5,13.9,68
-17.3421,143.01,2019-12-20,337.5,143.9,68
-14.2779,143.5311,2019-09-30,310.7,41.4,81
-12.7013,135.0551,2019-08-15,354.7,90.1,97
-32.0068,152.2943,2019-11-13,328.7,64.1,100
-14.6429,131.1165,2019-06-20,315.2,16.0,62
-14.1223,131.9805,2019-06-24,322.9,19.8,83
-13.9041,142.0594,2019-06-19,319.6,13.9,50
-36.9486,149.4183,2020-02-04,307.6,11.1,37
-13.0237,142.1602,2019-09-11,324.0,8.4,72
-28.7937,128.5305,2020-01-01,339.6,15.3,79
-32.6423,122.214,2020-01-07,316.5,46.7,44
-15.7104,144.1682,2019-11-17,357.9,67.4,98
-32.6349,150.7805,2020-01-01,336.4,36.5,66
-28.989,152.2697,2019-09-08,325.9,30.1,100
-21.2503,120.1676,2019-08-02,333.0,39.6,81
-30.1348,150.3071,2019-12-13,305.3,10.5,64
-26.5705,121.3062,2019-11-29,350.3,92.3,92
-32.1493,152.4601,2019-10-19,310.8,42.1,30
-12.8171,131.9467,2019-10-23,324.7,21.3,100
-32.3191,121.4477,2019-12-21,308.1,7.5,73
-30.9483,152.1674,2019-10-27,371.6,109.7,100
-35.9663,149.98,2020-02-01,323.1,11.5,58
-12.4019,136.5247,2019-12-12,332.9,17.3,75
-13.437,130.8132,2019-09-14,330.8,30.6,77
-13.0246,131.0823,2019-06-26,344.2,73.1,92
-17.3417,143.0551,2019-12-21,336.2,23.3,67
-29.4424,152.2265,2019-12-16,354.5,61.8,96
-20.204,123.7599,2019-10-23,332.2,39.8,66
-13.5077,131.8158,2019-06-02,328.8,16.0,77
-27.1093,148.7426,2020-02-16,329.7,12.2,59
-30.7402,147.5705,2019-10-26,388.4,603.7,100
-37.582,149.2564,2020-01-01,322.3,20.9,100
-36.7543,146.6521,2020-01-08,327.8,24.7,97
-17.26,123.8804,2019-06-02,317.3,20.4,39
-31.7469,148.5157,2019-08-03,326.7,89.1,85
-32.4062,123.4904,2019-12-30,372.7,158.3,100
-38.0798,141.7947,2019-12-22,344.0,44.1,91
-33.1037,150.8501,2019-12-05,349.9,39.3,94
-29.1457,153.0704,2019-11-16,333.2,23.3,65
-36.9789,149.4222,2020-01-31,320.2,29.1,96
-37.3463,148.599,2019-12-30,349.2,129.1,100
-28.3693,127.8182,2019-10-31,348.5,78.1,89
-25.5768,153.0449,2019-12-13,365.1,200.7,100
-11.6022,130.8565,2019-07-15,323.7,21.0,60
-14.3415,129.4635,2019-06-25,323.4,10.9,56
-31.1701,123.8194,2019-11-15,366.4,127.4,100
-34.8827,150.291,2019-12-27,334.5,49.8,74
-13.9783,141.5953,2019-07-27,321.6,17.8,69
-27.0749,126.4523,2019-09-03,309.6,30.2,47
-35.8756,136.6209,2020-01-03,372.9,114.5,100
-28.7063,128.7271,2019-12-27,342.0,64.7,35
-34.6811,116.9025,2019-10-27,362.9,848.0,100
-17.0395,142.8937,2019-09-08,347.5,169.3,92
-37.2631,149.547,2020-01-13,314.9,5.7,42
-18.2934,142.4563,2019-09-30,364.2,74.9,100
-11.5261,142.5393,2019-11-28,325.4,27.3,50
-16.7435,142.1696,2019-08-12,305.1,13.6,63
-33.3543,150.5151,2019-12-03,321.1,20.5,100
-14.3107,127.7442,2019-07-25,307.6,53.0,72
-30.4592,123.1072,2019-12-19,347.4,23.2,78
-27.765,130.713,2019-11-03,330.4,19.6,51
-31.448,152.3058,2019-11-08,411.4,784.5,100
-13.0081,132.514,2019-10-01,411.8,308.8,100
-29.3345,151.674,2019-11-10,312.1,86.3,78
-37.1021,147.9065,2020-01-14,314.1,12.3,64
-28.4066,150.58,2019-10-27,343.0,29.7,86
-32.8073,150.2538,2019-12-18,347.0,54.3,100
-29.1685,151.6347,2019-11-07,393.7,255.7,100
-15.1172,130.4489,2019-07-30,326.8,66.2,73
-33.2911,150.3817,2019-11-29,333.8,216.6,86
-16.9476,122.7726,2019-06-12,333.8,19.5,74
-15.375,131.5258,2019-10-04,326.9,50.1,55
-33.0944,150.8147,2019-11-19,339.6,29.6,87
-13.7482,133.7123,2019-06-20,365.6,92.5,100
-12.7536,141.8717,2019-08-20,354.8,63.9,97
-16.6149,123.6959,2019-11-30,334.5,13.1,78
-13.3671,134.6666,2019-10-13,331.1,66.3,51
-32.6765,150.3309,2019-12-19,346.9,48.8,80
-13.3164,131.0303,2019-08-31,350.9,185.9,95
-26.0012,150.5139,2019-12-27,312.5,9.7,47
-37.6499,148.8008,2020-01-03,360.5,124.4,100
-35.2867,149.918,2020-01-10,379.1,402.4,100
-12.5019,131.1698,2019-06-15,319.4,32.9,69
-15.4801,143.8556,2019-11-09,343.3,46.2,85
-31.2642,152.5414,2019-11-12,322.5,12.9,68
-37.5437,149.411,2020-03-22,304.5,4.6,32
-13.2223,141.8713,2019-08-27,324.1,11.5,67
-14.0702,131.1746,2019-10-18,339.7,175.6,83
-42.9409,146.795,2020-03-16,316.8,37.3,58
-31.2104,121.0734,2019-12-28,355.8,65.4,97
-16.3629,142.2542,2019-12-08,339.6,16.4,72
-35.4259,150.3613,2020-01-02,314.2,8.1,38
-15.7727,143.316,2019-12-17,340.5,23.4,48
-32.953,150.4535,2019-11-21,356.1,88.3,97
-30.9267,123.742,2020-01-02,383.0,224.7,100
-14.5813,131.6487,2019-08-08,318.7,37.4,66
-16.7401,129.6694,2020-01-12,310.4,14.6,49
-13.4356,132.1611,2019-08-14,336.0,20.5,82
-27.8594,147.3103,2019-06-19,307.0,3.9,54
-11.536,142.5303,2019-11-26,338.0,29.0,85
-35.0964,150.3251,2019-12-20,317.1,21.1,47
-15.4216,127.8427,2019-11-10,331.5,51.8,69
-36.2512,149.6129,2019-12-30,365.3,139.1,100
-13.994,142.1807,2019-07-10,324.7,17.7,80
-33.412,150.6082,2019-12-15,320.5,12.0,40
-12.6122,132.0995,2019-08-20,341.4,35.4,89
-30.1762,150.8472,2019-12-07,359.5,62.7,75
-18.0275,143.7687,2019-12-20,339.7,37.0,84
-15.6301,134.3976,2019-10-09,350.9,409.2,96
-29.0477,152.455,2019-09-07,372.6,183.6,100
-17.9222,122.6348,2019-11-17,358.3,71.4,92
-15.1629,126.1925,2019-11-24,345.6,132.0,91
-33.1067,123.6351,2019-12-15,379.6,131.5,100
-35.7789,136.6652,2020-01-03,456.3,1071.3,100
-26.3807,150.6376,2019-07-20,305.1,13.2,54
-33.3103,150.3904,2019-12-01,355.7,132.3,98
-22.4792,116.354,2019-11-23,345.0,23.3,83
-34.8773,150.2124,2019-12-27,306.2,9.4,67
-11.3195,132.0533,2019-09-13,327.6,157.7,70
-16.2571,141.9929,2019-12-01,354.8,60.2,86
-25.692,153.0192,2019-12-04,315.7,13.0,92
-32.5554,150.2229,2019-12-30,316.6,28.1,94
-20.5166,145.0487,2019-06-24,317.1,15.9,72
-15.6326,126.914,2019-10-13,337.7,134.9,81
-34.3061,149.9842,2020-01-04,310.9,35.5,62
-13.1698,141.8582,2019-11-05,331.2,13.4,67
-35.9738,148.3083,2020-01-03,326.3,113.5,67
-37.9354,141.4763,2019-12-25,317.7,62.7,73
-35.5144,147.9676,2019-12-30,350.4,67.1,100
-37.2699,148.3633,2019-12-20,324.6,45.2,100
-12.3853,130.9604,2019-06-24,313.8,6.0,40
-15.1761,127.2913,2019-11-13,344.1,209.6,88
-29.5434,153.3083,2019-09-09,328.8,23.3,42
-32.4958,120.3079,2019-12-14,352.1,251.6,94
-12.0179,142.2756,2019-09-14,330.4,19.1,50
-32.562,123.1649,2020-01-08,445.7,1420.5,100
-29.9059,152.2509,2019-12-16,337.7,28.6,82
-35.9032,148.8661,2020-01-13,372.0,115.9,100
-12.2821,135.4803,2019-10-17,337.6,25.9,67
-15.4085,144.1186,2019-11-30,325.4,28.0,39
-14.7327,142.9617,2019-12-25,320.9,17.7,100
-35.4913,150.1009,2019-11-28,337.2,39.5,78
-15.1278,132.3619,2019-12-24,348.2,37.5,90
-31.2938,152.7604,2019-11-15,323.0,13.4,65
-15.7334,124.6043,2019-12-09,348.7,60.4,91
-14.1287,133.511,2019-10-15,343.9,36.9,74
-17.3568,142.5369,2019-12-09,346.5,28.2,89
-29.1815,152.8976,2019-08-11,323.7,19.8,69
-17.5473,122.4327,2019-11-10,381.1,148.2,75
-11.6592,133.0471,2019-07-24,354.7,98.9,97
-29.2857,152.2327,2019-12-07,361.4,71.1,100
-35.837,148.6731,2020-01-04,351.1,51.2,94
-32.4207,121.2793,2020-01-06,319.8,18.6,46
-16.1202,141.8867,2019-12-03,356.3,48.0,97
-13.2108,143.128,2020-01-03,313.6,68.9,59
-32.9685,150.2645,2019-12-04,338.7,75.7,87
-13.8035,132.9455,2019-10-07,329.9,58.0,54
-37.1129,148.0949,2020-01-04,452.6,746.7,100
-30.0511,124.5968,2019-10-20,355.2,92.7,97
-14.2347,130.5224,2019-07-23,326.3,44.6,45
-35.8856,148.0769,2020-01-11,397.1,227.4,100
-12.65,134.4044,2019-08-02,322.5,13.9,69
-22.7633,150.6504,2019-09-06,344.0,51.2,100
-26.2303,150.9631,2019-08-12,306.1,12.4,37
-12.8109,130.5575,2019-09-14,374.0,140.3,100
-32.4064,123.6402,2020-01-02,448.7,973.3,100
-29.566,152.2998,2019-11-08,339.9,44.3,100
-12.7393,133.886,2019-08-02,320.7,14.8,41
-30.1447,150.8657,2019-12-07,382.1,150.9,100
-27.3053,128.9295,2019-11-06,332.9,120.1,69
-36.7683,149.5383,2020-02-01,401.1,580.7,100
-36.398,149.5152,2020-02-01,373.0,119.6,100
-37.3273,149.3114,2020-01-11,371.4,123.7,100
-29.0436,152.5376,2019-09-08,331.9,147.7,86
-31.1161,152.3701,2019-11-08,322.9,20.5,60
-29.4277,152.8332,2019-11-18,325.0,21.9,68
-17.4932,143.1288,2019-12-19,308.3,12.7,68
-17.0302,137.6878,2019-12-25,332.9,101.0,41
-33.0016,146.4477,2019-08-14,303.1,13.8,30
-14.0595,133.3215,2019-10-14,336.3,51.5,41
-36.6139,147.7665,2020-02-01,333.1,23.0,58
-32.4272,120.2083,2019-12-11,337.7,90.4,71
-35.3414,149.6572,2019-12-06,350.9,75.7,83
-12.9037,133.1002,2019-06-02,314.1,8.0,50
-37.2016,149.1122,2020-01-29,319.7,37.4,92
-35.0052,150.4439,2019-12-26,309.1,8.7,41
-29.0617,150.7932,2020-01-06,370.7,91.5,100
-15.2183,142.8507,2019-07-02,317.3,87.4,75
-35.0217,145.6189,2019-08-06,312.4,14.9,72
-30.5745,152.2391,2019-11-19,375.8,185.3,100
-33.0105,150.4804,2019-11-15,323.9,25.3,66
-30.1687,121.1086,2019-11-18,316.1,47.2,86
-11.4162,142.207,2019-10-21,328.6,18.4,49
-34.7204,143.1581,2019-09-26,313.2,14.4,55
-17.1185,144.888,2020-01-12,311.4,8.8,51
-11.7412,130.3735,2019-07-20,329.0,17.5,79
-13.7689,134.3017,2019-06-27,344.6,47.3,92
-12.965,143.3728,2019-09-09,321.6,20.0,41
-13.8386,130.1406,2019-07-24,321.4,26.9,55
-14.0947,132.2656,2019-12-21,331.7,37.5,75
-12.2943,132.9463,2019-06-24,316.4,8.9,67
-23.0293,150.0063,2019-12-20,329.3,52.4,62
-35.9896,148.3283,2020-01-02,342.0,49.6,72
-35.6361,148.5404,2020-01-13,341.0,39.5,85
-28.6587,122.8636,2019-10-14,338.9,30.0,61
-36.0741,149.4481,2020-01-30,353.5,264.6,96
-11.9955,132.9712,2019-06-20,343.8,38.1,79
-37.3738,148.9953,2019-12-31,329.5,44.7,76
-20.2733,139.6938,2020-02-12,365.7,120.1,100
-23.3485,146.1012,2019-06-24,311.5,7.1,52
-17.0879,124.1062,2019-11-26,360.1,85.9,100
-15.5988,144.0615,2019-11-10,309.3,21.0,46
-18.3682,127.887,2019-07-21,320.0,32.3,98
-16.4462,137.7776,2019-12-25,315.2,13.4,90
-16.2681,125.698,2020-03-16,324.6,13.7,55
-27.3301,148.2713,2019-11-27,312.8,21.2,86
-16.6438,141.7967,2019-12-13,356.7,229.4,74
-19.733,123.9268,2019-12-10,341.2,82.9,100
-12.1872,141.8826,2019-07-10,354.1,75.1,84
-28.8831,128.8696,2019-12-29,318.5,77.9,91
-12.7355,142.2924,2019-10-20,329.6,31.9,49
-16.0451,136.249,2019-12-15,341.7,110.5,82
-28.3772,125.2248,2019-11-24,313.1,95.2,86
-14.4583,130.9401,2019-10-21,335.9,13.8,42
-37.9407,141.4471,2019-12-25,323.7,35.8,59
-37.4375,148.0408,2020-01-31,329.4,19.9,56
-35.6773,148.2552,2020-01-04,367.5,92.1,100
-37.4945,147.7809,2019-12-22,332.4,24.9,87
-13.8232,130.9133,2019-11-23,351.4,69.0,94
-37.53,149.265,2020-01-02,314.4,15.0,89
-35.7608,136.7221,2019-12-31,361.2,157.7,100
-35.7454,148.2871,2020-01-04,396.6,216.7,100
-12.2584,133.5372,2019-08-11,327.2,14.8,70
-29.2675,152.2295,2019-12-07,341.4,27.0,80
-29.569,152.2902,2019-11-09,331.7,74.0,66
-25.2104,128.1753,2019-12-20,353.4,154.8,91
-11.752,130.2023,2019-07-06,324.2,21.7,76
-27.8109,131.8783,2019-12-30,343.0,34.1,84
-14.7102,130.4873,2019-06-13,323.7,16.8,53
-30.0487,152.8201,2019-11-10,318.4,17.8,97
-22.5577,116.4924,2019-11-23,311.9,13.4,81
-19.3708,143.3334,2019-12-30,318.1,14.2,96
-36.447,147.7141,2020-01-11,375.2,127.3,100
-16.4886,124.3376,2019-12-04,309.7,5.6,76
-16.142,136.7531,2019-10-21,350.2,133.6,92
-12.3494,141.74,2019-09-23,328.9,15.4,48
-12.4017,133.9161,2019-06-01,314.7,13.1,90
-12.2515,132.7988,2019-10-08,341.0,33.1,73
-30.786,152.8022,2019-11-13,328.4,50.3,100
-16.047,125.7367,2019-06-01,305.3,12.7,64
-36.4071,149.5768,2020-01-04,345.6,55.5,94
-32.5377,145.9619,2019-08-23,312.1,7.8,69
-13.3088,131.1593,2019-06-24,317.0,41.2,65
-35.7476,137.3029,2020-01-09,328.4,106.8,73
-37.3279,149.7059,2020-01-12,326.6,35.5,95
-31.4214,151.2879,2019-12-16,367.5,145.4,100
-16.2512,136.7268,2019-07-30,329.8,121.3,68
-32.6771,150.7272,2019-12-18,318.0,13.7,77
-12.5344,132.942,2019-10-12,358.1,100.7,98
-37.0821,147.9882,2020-01-31,309.4,6.8,74
-36.7535,146.7269,2020-01-14,336.0,35.1,87
-33.9996,150.1158,2019-12-01,340.3,34.9,42
-34.2787,140.5179,2019-11-25,308.4,12.0,74
-24.785,127.3847,2020-01-01,343.8,14.4,85
-21.9951,116.4509,2019-10-24,408.7,1333.2,100
-29.9208,152.4581,2019-11-07,313.6,57.6,87
-12.7527,130.5453,2019-09-17,336.6,50.8,69
-37.4782,149.7941,2020-01-02,305.8,9.6,66
-28.3828,129.3009,2019-12-27,352.6,301.5,77
-32.8935,123.6717,2020-01-02,410.6,427.5,100
-18.0776,144.8007,2019-10-20,300.8,5.8,33
-30.8442,152.5951,2019-11-10,340.9,55.5,88
-37.1682,149.2708,2020-01-11,321.5,13.2,74
-13.4062,132.188,2019-09-21,333.2,16.8,77
-31.239,152.2321,2019-11-08,351.6,134.6,95
-33.2628,150.0856,2019-12-19,329.9,29.1,100
-15.8675,128.9438,2019-10-20,352.6,61.6,94
-32.7429,150.7579,2019-12-20,320.2,66.0,49
-28.1156,152.2603,2019-11-24,316.1,15.6,92
-16.3747,136.0142,2019-09-22,351.1,85.8,93
-17.3437,143.1037,2019-12-24,361.8,104.4,100
-37.0962,147.0085,2020-01-03,324.6,33.0,36
-30.0265,152.162,2019-12-03,349.1,87.2,93
-12.9947,130.86,2019-06-25,322.0,9.4,62
-33.2278,150.5168,2019-11-19,416.9,357.2,100
-35.5565,150.2575,2019-12-03,387.2,183.9,100
-16.2886,141.7801,2019-12-04,335.9,39.1,71
-37.0848,149.5087,2020-01-13,341.3,37.8,90
-21.437,148.4007,2019-09-04,330.8,51.2,81
-35.4688,149.9972,2019-12-05,338.2,63.6,100
-12.3449,135.8584,2019-09-10,328.1,12.2,70
-17.3709,129.8237,2019-10-22,401.7,259.6,100
-21.8769,134.6432,2019-09-20,382.2,300.5,100
-35.8945,149.0554,2020-02-02,326.6,25.0,100
-15.7092,125.8359,2019-06-04,327.8,17.4,81
-20.9833,135.1093,2019-12-26,346.8,45.7,89
-31.0837,123.5252,2019-11-05,338.6,180.1,80
-12.6843,133.6766,2019-07-20,351.4,76.4,95
-36.7447,146.049,2019-12-21,333.1,32.2,82
-21.4099,118.8579,2019-09-23,347.0,47.9,91
-15.2526,130.5306,2019-06-09,332.9,17.7,81
-16.8793,143.3311,2019-10-11,369.5,197.1,100
-12.4257,134.918,2019-06-25,314.8,19.1,59
-30.0159,152.1901,2019-12-03,325.9,23.8,71
-30.6662,119.8245,2019-12-13,345.6,73.5,87
-13.8007,142.0065,2019-07-12,321.9,56.1,72
-11.7979,130.4709,2019-07-11,324.6,15.1,61
-16.8142,122.9183,2019-09-09,304.2,17.3,59
-31.6835,152.155,2019-11-15,325.8,16.4,46
-13.35,130.8115,2019-09-10,333.3,18.8,78
-37.233,148.3199,2019-12-30,379.3,163.0,100
-37.3809,149.7652,2020-01-11,333.7,28.8,67
-30.4169,123.1723,2019-12-19,337.2,51.8,77
-35.835,150.0929,2020-01-01,305.2,28.6,63
-15.3665,144.7016,2019-12-23,352.6,80.8,96
-15.5638,129.7774,2019-10-04,343.9,60.6,68
-14.1957,142.2302,2019-10-13,322.3,18.7,100
-25.2504,128.1914,2019-12-20,346.5,121.4,38
-27.2664,150.1285,2019-11-01,339.5,36.7,78
-17.6472,143.6675,2019-12-25,351.7,323.1,95
-16.0868,142.537,2019-12-18,335.0,16.9,61
-35.6163,150.1946,2019-12-05,357.9,115.0,100
-34.2552,150.1051,2019-12-18,342.7,160.0,88
-32.7996,150.2706,2019-12-18,364.2,330.6,100
-17.2873,124.6397,2019-11-08,309.7,54.8,76
-22.6872,150.1358,2019-12-03,340.0,38.8,80
-31.4621,151.1846,2019-10-29,323.8,32.6,100
-32.7271,120.3299,2019-12-11,339.8,129.0,85
-14.9801,142.6732,2019-12-10,346.0,34.3,91
-20.1235,146.2028,2019-10-28,338.5,65.9,86
-14.0357,131.6413,2019-11-01,308.6,11.5,75
-29.5032,152.1072,2019-12-18,338.3,47.5,100
-24.339,145.4425,2020-03-16,326.6,12.5,72
-35.7756,149.8337,2020-02-01,335.3,38.3,38
-19.4916,131.861,2019-12-20,335.7,66.4,72
-30.3513,151.0191,2019-12-17,308.2,10.5,74
-29.6559,152.6086,2019-11-28,327.7,14.1,53
-36.5692,147.9159,2020-01-03,312.5,16.6,83
-33.0049,150.3971,2019-11-22,376.1,124.5,100
-12.778,132.7198,2019-12-20,331.3,17.3,54
-30.7233,152.0308,2019-12-30,312.1,34.2,84
-13.1075,142.0624,2019-07-21,337.5,36.0,72
-14.2192,132.596,2019-12-27,334.1,20.1,81
-29.154,151.5413,2019-11-08,413.9,344.2,100
-12.4839,141.8888,2019-07-23,306.3,15.8,68
-15.8938,128.1855,2020-03-21,343.7,29.3,87
-33.9683,150.33,2019-12-05,312.6,16.0,51
-16.3766,136.484,2019-09-03,327.4,34.0,62
-27.9517,150.4926,2019-07-21,314.1,8.9,55
-15.8693,126.5404,2019-10-10,360.6,265.8,100
-30.7897,119.9416,2019-12-20,345.4,117.5,87
-15.4146,127.9676,2019-10-31,339.4,16.1,66
-12.6342,142.5592,2019-08-28,302.1,7.0,47
-14.0723,132.5088,2019-06-07,325.8,49.0,78
-37.3429,148.9274,2020-01-29,318.3,34.1,97
-30.0584,152.6092,2019-11-07,323.0,17.5,47
-12.9356,134.7405,2019-09-11,334.7,124.3,82
-12.08,135.6871,2019-08-23,327.9,18.0,70
-29.0627,153.2263,2019-11-10,308.9,11.4,76
-28.4394,129.4598,2019-12-31,329.6,11.9,59
-27.7362,130.7292,2019-11-02,303.6,7.1,48
-29.8554,152.3871,2019-11-08,394.8,586.4,100
-31.335,151.9177,2019-11-29,309.4,21.3,77
-14.5014,126.8821,2019-09-12,332.7,30.9,54
-28.0139,122.9946,2019-10-18,342.3,23.0,83
-16.6582,136.847,2019-08-12,330.4,62.0,77
-33.0043,138.85,2019-09-09,308.1,7.4,56
-13.3153,133.3241,2019-06-27,343.9,40.9,91
-15.2296,143.8588,2019-12-01,357.6,92.6,98
-33.2632,136.9742,2019-12-30,404.3,1143.5,100
-16.1365,135.9847,2019-09-24,338.5,18.3,80
-15.2556,131.1086,2019-08-03,324.7,9.5,30
-36.3709,149.5503,2020-01-30,328.7,52.8,64
-29.241,153.1132,2019-11-18,383.3,166.7,100
-31.7686,152.0508,2019-11-12,339.4,28.8,86
-35.9924,149.3748,2020-01-04,412.7,326.6,100
-15.7191,144.1923,2019-11-19,337.5,22.5,70
-36.7652,149.464,2020-01-31,326.1,40.1,100
-30.0348,152.1234,2019-12-04,356.3,276.8,98
-23.1345,150.6438,2019-11-09,348.4,58.2,100
-25.0295,149.3127,2019-12-03,304.8,42.8,62
-11.7713,133.3153,2019-09-15,321.8,66.4,54
-32.8002,150.3372,2019-12-09,333.5,25.8,62
-12.9086,134.7251,2019-07-11,322.0,30.5,67
-14.8012,127.1786,2019-11-08,334.4,30.2,48
-31.0399,151.9231,2019-11-13,432.5,1232.2,100
-27.7244,130.7971,2019-11-03,353.0,110.3,95
-32.5923,150.2926,2019-12-08,313.9,14.4,40
-14.0305,133.2733,2019-10-11,329.2,130.8,61
-14.9242,130.0467,2019-07-24,308.9,18.0,75
-31.3784,123.7467,2019-11-10,443.1,570.5,100
-32.4128,120.2036,2019-12-11,329.6,41.2,38
-37.3845,147.9791,2019-11-23,319.8,23.7,77
-11.5836,132.6644,2019-08-04,323.3,12.2,58
-13.3233,132.8034,2019-06-22,304.5,9.7,60
-30.7819,123.3797,2019-12-31,336.7,58.8,73
-30.6569,123.4581,2019-12-28,343.6,27.9,85
-36.4847,149.5361,2020-01-02,314.7,15.1,69
-22.2609,117.2079,2019-12-15,411.3,399.0,100
-13.6815,133.3392,2019-06-06,320.1,16.1,66
-15.3548,142.6158,2019-07-01,323.2,18.5,44
-21.7859,148.6939,2020-02-06,312.4,50.4,41
-28.7755,152.4977,2019-12-09,304.0,8.6,58
-13.7098,130.8096,2019-11-18,313.0,27.1,86
-15.4638,130.6871,2019-07-29,325.9,42.8,46
-14.9418,127.0178,2019-10-28,330.4,145.3,79
-12.3561,131.5517,2019-12-01,334.6,19.8,79
-15.3516,131.0906,2019-08-07,310.7,18.9,51
-30.8782,152.4213,2019-08-11,329.4,28.3,86
-35.9911,149.667,2020-01-03,320.1,50.0,30
-12.3261,132.3543,2019-10-24,344.3,37.9,87
-17.1262,143.2977,2019-09-22,303.6,5.0,56
-33.8858,150.2845,2019-12-18,323.9,12.1,32
-29.466,130.4102,2019-09-11,342.7,29.4,86
-28.9821,152.5009,2019-09-08,351.7,230.0,97
-23.188,118.1464,2019-12-13,340.3,42.3,80
-12.9619,143.484,2019-11-07,309.1,8.0,45
-11.8733,132.8448,2019-10-16,341.4,35.5,84
-14.9496,127.3968,2019-11-13,343.7,32.5,85
-15.1969,131.4032,2019-10-03,342.7,43.9,81
